Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Foot Locker,1185732,7/26/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$50.00 ,150,"7,500","$2,625 ",Outlet
Foot Locker,1185732,8/3/2021,Midwest,Illinois,Chicago,Men's Apparel,$60.00 ,150,"9,000","$3,150 ",Outlet
Foot Locker,1185732,11/4/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$50.00 ,150,"7,500","$2,625 ",Outlet
Foot Locker,1185732,11/10/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$50.00 ,150,"7,500","$2,250 ",Outlet
Foot Locker,1185732,11/11/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$40.00 ,150,"6,000","$2,100 ",Outlet
Foot Locker,1185732,11/17/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$55.00 ,150,"8,250","$2,888 ",Outlet
Foot Locker,1185732,11/24/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$55.00 ,150,"8,250","$3,300 ",Outlet
West Gear,1128299,3/31/2020,West,Colorado,Denver,Men's Apparel,$60.00 ,150,"9,000","$4,500 ",In-store
Foot Locker,1185732,10/21/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,$45.00 ,150,"6,750","$2,025 ",In-store
Foot Locker,1185732,10/24/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,$35.00 ,150,"5,250","$1,575 ",In-store
Foot Locker,1185732,10/27/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,$45.00 ,150,"6,750","$2,025 ",In-store
Foot Locker,1185732,11/11/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,$45.00 ,150,"6,750","$2,025 ",In-store
Foot Locker,1185732,11/19/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,$35.00 ,150,"5,250","$1,838 ",Outlet
Foot Locker,1185732,11/20/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,$50.00 ,150,"7,500","$2,250 ",Outlet
Foot Locker,1185732,12/2/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,$45.00 ,150,"6,750","$2,025 ",Outlet
Foot Locker,1185732,12/6/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$25.00 ,150,"3,750","$1,125 ",Outlet
Foot Locker,1185732,12/19/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,$40.00 ,150,"6,000","$2,100 ",Outlet
Foot Locker,1185732,6/4/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,$30.00 ,150,"4,500","$1,575 ",Outlet
Foot Locker,1185732,6/7/2021,Midwest,Nebraska,Omaha,Women's Apparel,$40.00 ,150,"6,000","$3,000 ",Outlet
Foot Locker,1185732,6/13/2021,Midwest,Nebraska,Omaha,Women's Apparel,$35.00 ,150,"5,250","$2,625 ",Outlet
Foot Locker,1185732,6/19/2021,Midwest,Nebraska,Omaha,Women's Apparel,$55.00 ,150,"8,250","$4,125 ",Outlet
Foot Locker,1185732,6/21/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,$35.00 ,150,"5,250","$1,838 ",Outlet
Foot Locker,1185732,6/23/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,$30.00 ,150,"4,500","$1,800 ",Outlet
Foot Locker,1185732,6/24/2021,Midwest,Nebraska,Omaha,Men's Apparel,$45.00 ,150,"6,750","$2,363 ",Outlet
Foot Locker,1185732,7/13/2021,Midwest,Nebraska,Omaha,Women's Apparel,$35.00 ,150,"5,250","$2,625 ",Outlet
Foot Locker,1185732,7/15/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,$30.00 ,150,"4,500","$1,575 ",Outlet
Foot Locker,1185732,7/19/2021,Midwest,Nebraska,Omaha,Women's Apparel,$45.00 ,150,"6,750","$3,375 ",Outlet
Foot Locker,1185732,7/21/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,$30.00 ,150,"4,500","$1,575 ",Outlet
Foot Locker,1185732,7/29/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,$40.00 ,150,"6,000","$2,400 ",Outlet
Foot Locker,1185732,7/30/2021,Midwest,Nebraska,Omaha,Men's Apparel,$50.00 ,150,"7,500","$2,625 ",Outlet
Amazon,1185732,10/16/2021,Northeast,Maine,Portland,Men's Apparel,$50.00 ,150,"7,500","$1,875 ",Outlet
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Athletic Footwear,$40.00 ,150,"6,000","$2,100 ",Outlet
Amazon,1185732,10/22/2021,Northeast,Maine,Portland,Men's Apparel,$50.00 ,150,"7,500","$1,875 ",Outlet
Amazon,1185732,10/31/2021,Northeast,Maine,Portland,Men's Athletic Footwear,$40.00 ,150,"6,000","$2,100 ",Outlet
Amazon,1185732,11/1/2021,Northeast,Maine,Portland,Women's Street Footwear,$30.00 ,150,"4,500","$1,800 ",Outlet
Amazon,1185732,11/9/2021,Northeast,Maine,Portland,Men's Apparel,$55.00 ,150,"8,250","$2,063 ",Outlet
Amazon,1185732,12/25/2021,Northeast,Maine,Portland,Men's Apparel,$55.00 ,150,"8,250","$2,063 ",Outlet
Amazon,1185732,12/29/2021,Northeast,Maine,Portland,Women's Street Footwear,$45.00 ,150,"6,750","$2,700 ",Outlet
Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Women's Athletic Footwear,$50.00 ,150,"7,500","$1,875 ",Outlet
Amazon,1185732,4/21/2021,West,Alaska,Anchorage,Men's Apparel,$60.00 ,150,"9,000","$2,250 ",Outlet
Foot Locker,1128299,2/10/2021,West,Hawaii,Honolulu,Men's Apparel,$50.00 ,150,"7,500","$1,125 ",Outlet
Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Men's Apparel,$55.00 ,150,"8,250","$1,238 ",Outlet
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,Men's Apparel,$45.00 ,150,"6,750","$2,700 ",In-store
West Gear,1128299,1/24/2021,West,Utah,Salt Lake City,Men's Apparel,$45.00 ,150,"6,750","$2,700 ",In-store
West Gear,1128299,3/16/2021,South,Louisiana,New Orleans,Men's Apparel,$60.00 ,150,"9,000","$4,050 ",In-store
Foot Locker,1128299,2/23/2021,West,Arizona,Phoenix,Men's Apparel,$45.00 ,150,"6,750","$2,025 ",Online
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Men's Apparel,$55.00 ,150,"8,250","$2,475 ",Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Men's Apparel,$55.00 ,150,"8,250","$2,888 ",Online
Amazon,1185732,1/22/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,$35.00 ,150,"5,250","$2,100 ",Online
Amazon,1185732,3/21/2021,Southeast,Kentucky,Louisville,Men's Apparel,$55.00 ,150,"8,250","$2,888 ",Online
Amazon,1185732,5/23/2021,Southeast,Kentucky,Louisville,Men's Apparel,$50.00 ,150,"7,500","$2,625 ",Online
Amazon,1185732,10/22/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,$45.00 ,150,"6,750","$2,700 ",Online
Amazon,1185732,10/22/2021,Southeast,Kentucky,Louisville,Men's Apparel,$55.00 ,150,"8,250","$2,888 ",Online
West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$20.00 ,150,"3,000","$1,200 ",Online
Kohl's,1197831,2/14/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,$20.00 ,150,"3,000","$1,050 ",Online
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Men's Apparel,$35.00 ,150,"5,250","$1,838 ",Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Men's Apparel,$40.00 ,150,"6,000","$2,100 ",Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$40.00 ,150,"6,000","$1,800 ",Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$30.00 ,150,"4,500","$1,350 ",Online
Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$35.00 ,150,"5,250","$1,575 ",Online
Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,$45.00 ,150,"6,750","$2,363 ",Online
Foot Locker,1185732,10/12/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$45.00 ,150,"6,750","$2,025 ",Online
Sports Direct,1185732,11/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,$60.00 ,150,"9,000","$3,150 ",Online
Sports Direct,1185732,4/9/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$30.00 ,150,"4,500","$1,350 ",Online
Sports Direct,1185732,4/9/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,$20.00 ,150,"3,000",$900 ,Online
Sports Direct,1185732,9/10/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,$30.00 ,150,"4,500","$1,350 ",In-store
Sports Direct,1185732,9/10/2021,Midwest,North Dakota,Fargo,Men's Apparel,$40.00 ,150,"6,000","$2,100 ",In-store
Sports Direct,1185732,10/9/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,$40.00 ,150,"6,000","$1,800 ",In-store
Foot Locker,1185732,11/9/2021,Midwest,North Dakota,Fargo,Men's Apparel,$60.00 ,150,"9,000","$3,150 ",In-store
Foot Locker,1185732,1/6/2021,Midwest,North Dakota,Fargo,Men's Apparel,$40.00 ,150,"6,000","$3,000 ",In-store
Foot Locker,1185732,2/6/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,$30.00 ,150,"4,500","$1,575 ",In-store
Foot Locker,1185732,2/6/2021,Midwest,Iowa,Des Moines,Men's Apparel,$40.00 ,150,"6,000","$3,000 ",In-store
Foot Locker,1185732,3/5/2021,Midwest,Iowa,Des Moines,Men's Apparel,$30.00 ,150,"4,500","$2,250 ",In-store
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,Men's Apparel,$45.00 ,150,"6,750","$3,375 ",In-store
Foot Locker,1185732,9/7/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$25.00 ,150,"3,750","$1,125 ",In-store
Foot Locker,1185732,9/7/2021,Midwest,Iowa,Des Moines,Men's Apparel,$35.00 ,150,"5,250","$2,625 ",In-store
Foot Locker,1185732,10/6/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,$35.00 ,150,"5,250","$1,575 ",In-store
West Gear,1185732,1/3/2021,Midwest,Iowa,Des Moines,Men's Apparel,$40.00 ,150,"6,000","$3,000 ",In-store
West Gear,1185732,2/3/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$30.00 ,150,"4,500","$1,575 ",In-store
West Gear,1185732,2/3/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,$40.00 ,150,"6,000","$3,000 ",In-store
West Gear,1185732,4/3/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,$20.00 ,150,"3,000","$1,050 ",In-store
West Gear,1185732,4/3/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,$10.00 ,150,"1,500",$450 ,In-store
West Gear,1185732,5/4/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,$35.00 ,150,"5,250","$1,575 ",In-store
West Gear,1185732,9/4/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,$25.00 ,150,"3,750","$1,125 ",In-store
West Gear,1185732,1/10/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,$30.00 ,150,"4,500","$1,575 ",In-store
West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,$25.00 ,150,"3,750","$1,313 ",In-store
West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Men's Apparel,$35.00 ,150,"5,250","$1,575 ",In-store
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,$35.00 ,150,"5,250","$1,838 ",In-store
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,$35.00 ,150,"5,250","$1,838 ",In-store
West Gear,1185732,10/10/2021,Midwest,Indiana,Indianapolis,Men's Apparel,$45.00 ,150,"6,750","$2,025 ",In-store
West Gear,1185732,1/17/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,$30.00 ,150,"4,500","$1,800 ",In-store
West Gear,1185732,3/20/2021,Northeast,Maryland,Baltimore,Men's Athletic Footwear,$35.00 ,150,"5,250","$1,838 ",In-store
West Gear,1185732,5/20/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,$40.00 ,150,"6,000","$2,100 ",In-store
Foot Locker,1185732,6/22/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,$40.00 ,150,"6,000","$2,100 ",In-store
Foot Locker,1185732,6/22/2021,Northeast,Maryland,Baltimore,Men's Apparel,$50.00 ,150,"7,500","$2,250 ",In-store
Sports Direct,1185732,7/20/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,$40.00 ,150,"6,000","$2,100 ",In-store
Sports Direct,1185732,8/21/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,$40.00 ,150,"6,000","$2,100 ",In-store
Foot Locker,1185732,11/21/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,$50.00 ,150,"7,500","$2,625 ",In-store
Foot Locker,1185732,2/15/2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,$35.00 ,150,"5,250","$2,100 ",In-store
Foot Locker,1185732,4/14/2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,$35.00 ,150,"5,250","$2,100 ",In-store
Foot Locker,1185732,4/14/2021,Northeast,Delaware,Wilmington,Men's Apparel,$50.00 ,150,"7,500","$2,250 ",In-store
Kohl's,1185732,9/6/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,$40.00 ,150,"6,000","$2,400 ",In-store
Kohl's,1185732,9/6/2021,Northeast,New Jersey,Newark,Men's Apparel,$50.00 ,150,"7,500","$2,250 ",In-store
Kohl's,1185732,10/8/2021,Northeast,New Jersey,Newark,Women's Street Footwear,$50.00 ,150,"7,500","$3,000 ",In-store
Sports Direct,1185732,1/7/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,$35.00 ,150,"5,250","$1,575 ",In-store
Sports Direct,1185732,3/3/2021,Northeast,Connecticut,Hartford,Men's Apparel,$50.00 ,150,"7,500","$2,250 ",In-store
Sports Direct,1185732,10/5/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$55.00 ,150,"8,250","$2,475 ",In-store
Foot Locker,1185732,3/6/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,$35.00 ,150,"5,250","$1,838 ",In-store
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,$40.00 ,150,"6,000","$2,400 ",In-store
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,$40.00 ,150,"6,000","$2,400 ",In-store
Sports Direct,1185732,1/17/2021,Northeast,Rhode Island,Providence,Men's Apparel,$50.00 ,150,"7,500","$1,875 ",In-store
Sports Direct,1185732,2/15/2021,Northeast,Rhode Island,Providence,Men's Athletic Footwear,$40.00 ,150,"6,000","$1,800 ",In-store
Sports Direct,1185732,2/15/2021,Northeast,Massachusetts,Boston,Men's Apparel,$50.00 ,150,"7,500","$1,875 ",In-store
Sports Direct,1185732,4/14/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,$40.00 ,150,"6,000","$1,800 ",In-store
Sports Direct,1185732,4/14/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,$30.00 ,150,"4,500","$1,125 ",In-store
Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Men's Apparel,$55.00 ,150,"8,250","$2,063 ",In-store
Sports Direct,1185732,9/13/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,$45.00 ,150,"6,750","$1,688 ",In-store
Amazon,1185732,2/12/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,$40.00 ,150,"6,000","$2,100 ",In-store
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,$40.00 ,150,"6,000","$2,100 ",In-store
Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Men's Apparel,$55.00 ,150,"8,250","$2,888 ",In-store
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,$45.00 ,150,"6,750","$2,025 ",In-store
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,$50.00 ,150,"7,500","$1,875 ",Outlet
Walmart,1197831,9/15/2020,South,Texas,Houston,Men's Apparel,$42.00 ,150,"6,300.00",$258 ,Online
West Gear,1128299,11/10/2020,West,California,San Francisco,Women's Athletic Footwear,$47.00 ,150,"7,050.00",$296 ,Online
Foot Locker,1185732,8/5/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$57.00 ,150,"8,550.00",$470 ,Online
Sports Direct,1197831,9/19/2021,South,Texas,Dallas,Women's Athletic Footwear,$43.00 ,150,"6,450.00",$393 ,Online
West Gear,1128299,3/4/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$64.00 ,150,"9,600.00",$326 ,Online
West Gear,1128299,3/14/2020,West,Nevada,Las Vegas,Women's Apparel,$74.00 ,150,"11,100.00",$300 ,Online
West Gear,1128299,4/16/2020,West,Colorado,Denver,Women's Street Footwear,$64.00 ,150,"9,600.00",$614 ,Online
West Gear,1128299,5/14/2020,West,Colorado,Denver,Men's Street Footwear,$52.00 ,150,"7,800.00",$429 ,Online
West Gear,1128299,5/15/2020,West,Colorado,Denver,Men's Athletic Footwear,$55.00 ,150,"8,250.00",$305 ,Online
West Gear,1128299,8/5/2020,West,Washington,Seattle,Women's Apparel,$86.00 ,150,"12,900.00",$439 ,Online
Kohl's,1189833,1/21/2021,Midwest,Montana,Billings,Men's Street Footwear,$39.00 ,150,"5,850.00",$333 ,Online
Kohl's,1189833,2/1/2021,Midwest,Montana,Billings,Women's Apparel,$55.00 ,150,"8,250.00",$297 ,Online
Sports Direct,1197831,5/4/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$32.00 ,150,"4,800.00",$288 ,Online
Sports Direct,1197831,9/23/2021,South,Alabama,Birmingham,Women's Apparel,$37.00 ,150,"5,550.00",$427 ,Online
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Women's Street Footwear,$79.00 ,150,"11,850.00",$427 ,Online
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,$64.00 ,150,"9,600.00",$413 ,Online
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Women's Street Footwear,$48.00 ,150,"7,200.00",$274 ,Online
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Men's Apparel,$62.00 ,150,"9,300.00",$456 ,Online
West Gear,1185732,7/8/2021,Northeast,New York,Albany,Women's Athletic Footwear,$53.00 ,150,"7,950.00",$342 ,Online
West Gear,1185732,8/9/2021,Northeast,New York,Albany,Women's Athletic Footwear,$41.00 ,150,"6,150.00",$246 ,Online
West Gear,1185732,10/10/2021,Northeast,New York,Albany,Men's Apparel,$59.00 ,150,"8,850.00",$416 ,Online
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,$39.00 ,150,"5,850.00",$275 ,Online
Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,$44.00 ,150,"6,600.00",$284 ,Online
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Women's Apparel,$55.00 ,150,"8,250.00",$305 ,Online
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Women's Apparel,$82.00 ,150,"12,300.00",$529 ,Online
Sports Direct,1185732,2/17/2021,Southeast,Virginia,Richmond,Women's Street Footwear,$23.00 ,150,"3,450.00",$148 ,Online
Sports Direct,1185732,5/15/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,$47.00 ,150,"7,050.00",$388 ,Online
Sports Direct,1185732,5/15/2021,Midwest,Michigan,Detroit,Women's Apparel,$55.00 ,150,"8,250.00",$578 ,Online
Foot Locker,1185732,11/18/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,$34.00 ,150,"5,100.00",$260 ,Online
West Gear,1185732,6/11/2021,West,Utah,Salt Lake City,Women's Apparel,$38.00 ,150,"5,700.00",$342 ,Online
West Gear,1185732,7/10/2021,West,Utah,Salt Lake City,Women's Apparel,$38.00 ,150,"5,700.00",$371 ,Online
West Gear,1128299,7/23/2021,West,Oregon,Portland,Women's Apparel,$97.00 ,150,"14,550.00",$611 ,Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Women's Street Footwear,$58.00 ,150,"8,700.00",$470 ,Online
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$51.00 ,150,"7,650.00",$344 ,Online
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,$59.00 ,150,"8,850.00",$478 ,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,$67.00 ,150,"10,050.00",$352 ,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,$54.00 ,150,"8,100.00",$373 ,Online
Sports Direct,1185732,3/2/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$29.00 ,150,"4,350.00",$196 ,Online
Sports Direct,1185732,5/2/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$38.00 ,150,"5,700.00",$308 ,Online
Sports Direct,1185732,5/2/2021,Southeast,North Carolina,Charlotte,Men's Apparel,$46.00 ,150,"6,900.00",$338 ,Online
Sports Direct,1185732,9/2/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$28.00 ,150,"4,200.00",$210 ,Online
Sports Direct,1185732,10/4/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,$34.00 ,150,"5,100.00",$260 ,Online
Amazon,1185732,1/13/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$33.00 ,150,"4,950.00",$248 ,Online
Amazon,1185732,6/11/2021,Midwest,Ohio,Columbus,Men's Apparel,$62.00 ,150,"9,300.00",$437 ,Online
Amazon,1185732,8/10/2021,Midwest,Ohio,Columbus,Women's Street Footwear,$53.00 ,150,"7,950.00",$405 ,Online
Walmart,1185732,7/16/2021,South,Mississippi,Jackson,Men's Apparel,$59.00 ,150,"8,850.00",$425 ,Online
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Women's Apparel,$63.00 ,150,"9,450.00",$510 ,Online
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Men's Street Footwear,$27.00 ,150,"4,050.00",$203 ,Online
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Women's Apparel,$70.00 ,150,"10,500.00",$536 ,Online
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,$49.00 ,150,"7,350.00",$397 ,Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,Men's Street Footwear,$24.00 ,150,"3,600.00",$162 ,Online
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,$66.00 ,150,"9,900.00",$495 ,Online
Foot Locker,1185732,12/8/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,$55.00 ,150,"8,250.00",$380 ,Online
West Gear,1185732,12/9/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,$58.00 ,150,"8,700.00",$444 ,Online
West Gear,1185732,6/17/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,$43.00 ,150,"6,450.00",$335 ,Online
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,$36.00 ,150,"5,400.00",$270 ,Online
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,$59.00 ,150,"8,850.00",$451 ,Online
Sports Direct,1185732,7/13/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,$52.00 ,150,"7,800.00",$328 ,Online
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,$64.00 ,150,"9,600.00",$394 ,Online
Sports Direct,1197831,9/14/2021,South,Texas,Dallas,Men's Apparel,$40.00 ,150,"6,000.00",$222 ,Outlet
Foot Locker,1185732,11/15/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$44.00 ,150,"6,600.00",$343 ,Outlet
West Gear,1128299,2/11/2020,West,Nevada,Las Vegas,Men's Apparel,$47.00 ,150,"7,050.00",$416 ,Outlet
Sports Direct,1197831,4/13/2021,South,Tennessee,Knoxville,Men's Apparel,$30.00 ,150,"4,500.00",$176 ,Outlet
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$45.00 ,150,"6,750.00",$209 ,Outlet
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Street Footwear,$31.00 ,150,"4,650.00",$177 ,Outlet
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,$44.00 ,150,"6,600.00",$271 ,Outlet
Sports Direct,1128299,2/13/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$23.00 ,150,"3,450.00",$148 ,Outlet
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,$42.00 ,150,"6,300.00",$265 ,Outlet
Foot Locker,1185732,5/16/2021,South,Mississippi,Jackson,Women's Apparel,$35.00 ,150,"5,250.00",$294 ,Outlet
Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Men's Athletic Footwear,$29.00 ,150,"4,350.00",$170 ,Outlet
Walmart,1185732,7/16/2021,South,Mississippi,Jackson,Men's Apparel,$46.00 ,150,"6,900.00",$255 ,Outlet
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,$39.00 ,150,"5,850.00",$240 ,Outlet
Foot Locker,1185732,7/12/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$49.00 ,149,"7,301.00",$372 ,Online
West Gear,1128299,1/26/2020,West,Nevada,Las Vegas,Men's Street Footwear,$58.00 ,149,"8,642.00",$501 ,Online
West Gear,1128299,7/19/2020,West,Washington,Seattle,Men's Street Footwear,$58.00 ,149,"8,642.00",$346 ,Online
Sports Direct,1197831,5/18/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,$54.00 ,149,"8,046.00",$555 ,Online
Sports Direct,1197831,8/24/2021,South,Alabama,Birmingham,Women's Apparel,$20.00 ,149,"2,980.00",$224 ,Online
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's Apparel,$80.00 ,149,"11,920.00",$358 ,Online
Walmart,1128299,9/11/2021,West,Hawaii,Honolulu,Men's Street Footwear,$62.00 ,149,"9,238.00",$333 ,Online
Walmart,1128299,9/11/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,$69.00 ,149,"10,281.00",$339 ,Online
West Gear,1185732,8/9/2021,Northeast,New York,Albany,Men's Apparel,$52.00 ,149,"7,748.00",$372 ,Online
Kohl's,1185732,3/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$27.00 ,149,"4,023.00",$181 ,Online
Kohl's,1185732,4/11/2021,West,Wyoming,Cheyenne,Women's Apparel,$36.00 ,149,"5,364.00",$188 ,Online
Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$38.00 ,149,"5,662.00",$272 ,Online
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,$82.00 ,149,"12,218.00",$562 ,Online
